Sentiment_Score,Tweets,Sentiment_level.score
0, obviously trump did not write that,Neutral
-1, you are racist though,Negative
0, how the hell did you make the white house look like a whore house,Neutral
0, now we know you didnt write this tweet,Neutral
3, there are many african americans who are heroes and well known for their contributions to the world  like charles r drew  many are alive today because of him,Positive
0, you hypocritracist,Neutral
3,   the real america people are out here dealing with the illegals everyday and you all are in washington dc working on what we can do for them this bad joke isnt going to stop is it like hillary  obama will never be lockedup,Positive
1, everybodys president,Positive
-1, but god forbid any of them gasp take a knee,Negative
-2, omg what lying idiots,Negative
-1, how about you do something about your gun laws  a  year old should not be able to go and buy an ar  ridiculous,Negative
-1, but that kaepernick hes a real trouble maker along with those other nfl thugs stop talking out both sides of your mouth now theres shit everywhere,Negative
2, melania didnt look very happy being trotted out to be used as a prop on valentines day,Positive
3, how about a national italian heritage day after all it was italians that built the great building s of the searly s  the great stonemasons were brought from italy not africa,Positive
0, who wrote this for you,Neutral
1, nice i assume miller didnt write this,Positive
0, keep up the extraordinary job you are doing  i am a woman who voted for you and will again  i dont listen to corrupt devious communist news media that continually withhold information and ly,Neutral
0, you of all ppl dont give a flying fish care about blacks or hispanics your a hypocrite,Neutral
1, does that include the riots when they dont get what they want,Positive
1, i bet you didnt write that tweet unless you did it under duress you are a racist and a bigot face it donny you live in your ivory tower and pass judgement on anyone who dos not look like you a hole just be honest,Positive
-3, your actions speak way louder than your words sad,Negative
0,  shut up,Neutral
-1, you are a total hypocrite,Negative
0, you didnt write this,Neutral
0, remember anything with a video was not actually posted by ,Neutral
-1, shit mouth,Negative
-1, your the most hated pos in america,Negative
-2, btw did you mean the descendants from the shithole countries  some people arent as ignorant as you or you think dumbshit shitholedonnie,Negative
0, oh yeh really  ,Neutral
-5, is everyone of his supporters stupid he doesnt give a damn about black people he denied them accommodation in the past and lost the court case not won it as he has lied countless times about,Negative
-1,  lolur a joke man child preshillary may be crooked but u lie  the lying president,Negative
-1, such a hypocrite wheres your staff members of color,Negative
4, without googling please name one hero of the civil rights movement since you and your father were sued for racial discrimination you would be considered the opposite of a civil rights hero,Positive
0, and how they dealt with such obstacles as jeff sessions,Neutral
-3, you hypocritical racist shut the fuck up dumbass,Negative
-1, i bet u were forced to say that,Negative
0, when are we going to have national southern history month,Neutral
-1, fake,Negative
5,  amen   all of us are created equal and in america as morgan freeman so well said everyone has an equal opportunity to succeed and discover the american dream for themselves,Positive
3, you are rocking everything president trump we love you,Positive
3, and while we honor those people lets strip voting rights from as many who look like them as possible  thanks  appreciated,Positive
0, wheres your african american,Neutral
1, you sound like youre taking a dump,Positive
1, we will figure this outblood is red all over,Positive
2, best wishes to all,Positive
2, god bless you,Positive
0, just laughable i think the slaves wouldnt have passed your elitist immigration standards for highly educated  if wed had your law back then they could have lived their lives as they should have been allowed to,Neutral
5,  you cant use we in your statement regarding the civil rights movement when you dont support equal rights,Positive
0, every africanamerican in the us knows youre full of bull you only want whites in this country and want to get rid of anyone whos brown or black or imprison them,Neutral
-2, you are so phony and hypocritical,Negative
-1, obviously you didnt write this,Negative
-1, ill bet you couldnt name one contribution made by african americans im sorry you could name the peanut because its the size of your brain,Negative
-3, we cant believe a word from your mouth  you are obviously homophobic and biased against people of any color that isnt white  shame shame shame  stop talking and do something positive,Negative
0,             ,Neutral
-1, go fuck yourself you card carrying klansman,Negative
-2, racist son of a bitch,Negative
1, umkids just got shotcan you prioritize,Positive
4, civil rights can help a lotyesthey are champions  heroeswe need new younger leaders to bring then up to their generation of new civil rights problems,Positive
-1, except you are a bigot,Negative
0, seriously dude wyd ever cant even,Neutral
0, this is coming from a egocentrium,Neutral
1, like you care  who wrote this tweet,Positive
-2, lying to their faces hypocrite,Negative
2, thank you for building up all americans no matter what ,Positive
-1, ignore these racist calling people racist your doing great job,Negative
0, south florida,Neutral
0, what are the evil spirited people going to think today ,Neutral
0, you are one sick puppy,Neutral
2, lets hv irish american day italianamerican day polish american day czech american day chinese american day scottish american day and it will never end because this country is not made up of just black people,Positive
-1, racist putin owned pos,Negative
-2, i am so sick of hearing the liberals and democrats constantly use the black community as their pawns  we are not black or white we are all  americans,Negative
0, hardly any african americans are from countries like norway,Neutral
-2, bet you couldnt wait to get that over with we all know that you could care less about african americans your father felt the same not wanting to rent to themyour brother put new windows and you sent him to his dismise and deathshame on all you trumps,Negative
-1, president trump said on wednesday that he is against domestic violence but when you have to say that something is wrong   dumptrump,Negative
2, who wrote this for you i think you had it outsourced because nobody on your staff is capable of speaking like this,Positive
0, fake this was not written by trump,Neutral
1, i wonder why havent you tweeted about the tragedy in florida is it because the shooter wasnt from ms or a muslim do this beautiful country a favor and resign,Positive
-2, omg every day trump finds another way to insult a community  the words must choke out of his racist mouth,Negative
-1,  that moron did not write that moroninchief mosthatedpresidentinhistory unfittoserve racisthypocrite gunmoneywhore,Negative
0, wow he actually read something off a teleprompter that i dont totally disagree with,Neutral
0, f you you duplicitous piece of s,Neutral
2, clearly you and stephen miller did not craft this tweet  its far too presidential,Positive
0,   ,Neutral
-4, these would be the same africanamericans that you denied housing to and got caught they would be the central park  who have been cleared of rape by dna evidence yet you still say are guilty hypocrisy stinks,Negative
1, ha who told you to tweet that sentiment dotard,Positive
-1, which you are trying to undo  white supremacist,Negative
2, how about helping the trucking industry with the eld mandate you promised may th  you have done nothing,Positive
-3, bet you choked on those words you racist pig,Negative
2, and we all know that this  was not tweeted by the oh great white one ,Positive
1, like obama,Positive
3, they had the chance to be taken by force into the future usa now we are not allowed there even paying for it  i feel better in my country romania where people are not shutting bullets   here were appreciating your work for your country mr president congrats,Positive
-1, only people from shthole countries treat them like hillary crooked people arent they adolf trimp and probably muslims bad,Negative
1, thats probably your best tweet ever mostly because it wasnt about you,Positive
3, just wonderful  we love all people and all cultures,Positive
1, put the declaration next to your favorite bookandrew jacksonthe first republican,Positive
1, wow who drafted that tweet for you,Positive
0, heres who represents black history month best,Neutral
-1, yawn  zzzzz  lip service  your thoughts turn to fleecing america  trumpanzee  p rico still without power ,Negative
-1, fuck you,Negative
0, did you have them clean the kitchen after  you racist,Neutral
-1, hey theres my nigger stand up nigger we love our niggers dont we yea,Negative
-1, i doubt it,Negative
-2, but you hate black people donny,Negative
-4, mr prez how much longer will us citizens be allowed to be killed by the commiecrats and deep state with these false flags  time to arrest them all  why did the fbi ignore warnings  r they part of the conspiracy,Negative
5, civil rights legislation was an infringement on the individual rights of all americans and its lead to interest group and racial warfare for the last  years time to wake up and stop giving people the right to infringe upon the rights of others based on skin,Positive
1, gee i wonder why the racist in the wh likes fox news so much,Positive
-1,  now their accomplishments are being besmirch by blmviolence against whitesnever in their playbookwhere have all the flowers goneleaders fought for equality not violence maga,Negative
1, wow this coming from a potus whos clearly racist those words might have more meaning if we believed that u meant them,Positive
0, coffee out the nose lolz mr veryfinepeople,Neutral
1, come on we know you didnt write this and oops dont believe a word of it  who wrote it for you,Positive
-1, youre full of bullshit and lies fakepresident,Negative
3, it is a pity history dictates africans bring with them baggage that is not always compatible with a civil society luckily not all of them carry this baggage and become productive citizens,Positive
-1,  unless they are naturalized american citizens from africa they are black americans not african americans,Negative
-1, your lying about liking africanamerican you want to build a wall to keep them out your racist stop lying about it,Negative
1, its always easy to tell which posts he writes and which ones are written for him,Positive
4, love itamazing speechpurity truthfulheart felt was in that speechgod bless our president trump,Positive
-1, please be mindful of your words dont mouth platitudes and hypocrisy,Negative
1, funny i dont see one smiling african american citizen in this room not one  the only people who are falling for your act are the clowns in your base,Positive
1, yes sir goodbyes,Positive
2, does this look like a happy women  ,Positive
1, trump maga,Positive
2, amen and amen,Positive
1, melania looks like a sexbot from austin powers ,Positive
-1, criminal ,Negative
1, amen,Positive
3, nice background music  b on reading skills,Positive
3, name one hero of the civil rights movement other then dr martin luther king you dont know one except maybe  federick douglass you are such a moron,Positive
0, the central park five remember them,Neutral
1, especially frederick douglass who we hear more of these days,Positive
-1, ok your sounding very presidential did someone take over your twitter account,Negative
1, i thought he was just kidding around with this tweet,Positive
0, well this totally makes me think youre not racist anymore  not notmypresident,Neutral
0, mr president bring americans together we need each other,Neutral
1, if e africanamerican community believe this bs ey cn myt as well blve eir actually african,Positive
0, name three heroes one two three name them,Neutral
2, clearly you were not the author of this tweet,Positive
-4, you are a phony ass  you could give a shit about anything but yourself especially black people you racist assholewe will see your ass at the ballot box you fuck,Negative
-1, you really r a friggin joke,Negative
-1, you are a racist,Negative
-1, you couldnt give a shit really ,Negative
0, you read that well  to bad you it was from the teleprompter and not the heart  so sad,Neutral
-1, its so evident that you didnt actually write that we see you you are as racist as they come you would have been on the wrong side of history then and you still are,Negative
1, you american people spend your money in the middle east in syria,Positive
0, stop taking nra money you have blood on your hands,Neutral
3, interesting how iamsam tries to monopolize the comments get a life  thank you mr president for maga,Positive
-1, if there was also some celebration of white history there would be less kids that need to lash out so they can have there voices heard,Negative
1, my guess is that donald trump didnt really write this,Positive
-2, but black athletes taking the knee to protest police violence are sons of bitches,Negative
2, dear donald trump ,Positive
1, is it march yet,Positive
-1, loser,Negative
-2, lets see here riots property damage assults on white people burned down private business and killing people blacks are really good people arent they,Negative
-1, lololo coming from the orange racist lololugh,Negative
-2, so what nasty deed you about to do to black people,Negative
3, love you mr president always striking words from a great mind,Positive
-1, you could care less about civil rightsyou are a hypocrite you are a white supremacistyou are definitely not in the very fine people category the only difference between you and the kkk is that your robe and hood are stealthy,Negative
1, lets make it clear you dont give a shit about the movement you dont know anything about it you couldnt even get past the th amendment,Positive
-2, you are the biggest hypocrite fuck you,Negative
-2, fucking liar ,Negative
0, please spare us your dishonest message you did not even tweet,Neutral
2, who ever wrote that for you did a good job,Positive
0,  trump is a snake ,Neutral
3, good reading bro  thanks for sticking to the script,Positive
1, were not a contribution are the nation,Positive
-1, you liberals are pathetic keep calling him a racist and by all means keep talking about russia  should go well for you,Negative
-2, nice words but your other words and actions portray a racist,Negative
1, didnt you invite your porn girlfriend to join you ,Positive
-2, pretty fake of you on this post we know your a racist  everyone knows your ignorant views,Negative
-1, you dont believe any of this you filth,Negative
-1, obviously didnt write that,Negative
1, darn how that works,Positive
0, who write those words for you  it did not come from your heart,Neutral
2,  this sounds like white bull shit,Positive
0, nodeceptionthiselection theradicallefthatesamericatheradicallefthatescaliforniafollow  erincruzussenateca ,Neutral
-3, your a freakin hypocrite just like  both sicken the good people of america spouting off lies about things neither of you believe in know anything of or would fight foryes youre a fucking racist and pence is a far right religious hypocrite resignnow impeachtrumppence,Negative
2,  bravo sir,Positive
1, you celebrating we all know u r a white supremist wmoney u r no different than these bigots in the south that yell nigger or boy how many people on ur own staff are african american dare u to be diverse like this country is  b u sold us to ussr  u never won,Positive
2, thats a fine statement coming from a europeanamerican,Positive
-1, except for the fact the us government were tried for the assassinatiom of dr mlk jr and offered a settlement to the family,Negative
0, you mean like ,Neutral
-2, hey racist who wrote that shit for you,Negative
4, sadly as long as we continue to sit behind tweets  argue as children we will never be one united nation there has to be communication that involves a legitimate problem  proposed solutions then negotiate for the betterment of all americans stop being media fed  led,Positive
0, lmao fuuuuk yoooouuu ,Neutral
0, maga,Neutral
0, you are a terrible person and president,Neutral
0, freddy douglas i am hearing a lot of good things about him,Neutral
2, wonderful speech,Positive
1, ed krassensteinwhy dont you tell the media that  they read teleprompters and their notes all day long  president trump is doing so well you  cant stand it can you  you ignorant ding dong,Positive
1, hahaha you just tweet to cover holes distract attention or atack people persona,Positive
-1, smh hypocrite,Negative
4, we are all made equal by god every american enjoys hisher freedom by divineprovidence now more than ever it is up to each of us to determine our own destiny in this country for this country ,Positive
0,  what about these school shootings lets not forget today only because it was yesterdays news please do something about this situation metal detectors and military security at every school in the usa,Neutral
5, hmm well i think its clear you didnt write that proclamationit doesnt praise white supremacists as very fine people ,Positive
3, im sure you believed that when we werent allowed to live in you and your fathers apartments  im sure you father felt the same when he frequented the klan rallies  give me a break youre the most transparent insincere person   it does not work here,Positive
3, you are a awesome president thank you  ,Positive
-2, your pretentious penchant for photoops with black faces is transparently fake mister fake president,Negative
1, you clearly did not write this but i appreciate the sentiment now if only the actions of you your administration and your party could live up to these words you racist hypocrite,Positive
-5, you mean the people from that shit hole country you useless excuse for a human being,Negative
0, who put you up to this i know theres no way you thought of doing this on youre own,Neutral
0, the fact that this is a compound complex sentence  punctuated correctly leads me to believe someone wrote it for you nice try at not being racist though when these words come from your heart i will begin to believe youre not a racist bitch until then its just lip service,Neutral
-2, who wrote that for you a fraud is a fraud,Negative
-1, not your words,Negative
0, oh  please stop your bullsxxx,Neutral
-2, thank god i dont live in the us as once again  we see your pathetic gun laws killing your children the eighteenth time this year mr trump you have the power to stop this slaughter of innocents and must act now  anyone that condones the gun laws is as guilty as the gunmen,Negative
-3, never have i ever been so disgusted  when i heard a liberal say see we dont need the wall their  homegrown terrorist what a sick demented individual to even think like that we need to protect our children from all aspects of danger why would you even bring the wall  into it ,Negative
0, you didnt write this you have little knowledge of and no appreciation for the struggle and sacrifice made by africanamericansif you did you would know better than to say get that son of a bitch off the field right now out hes fireda quote for the history books ,Neutral
1, hope you let them know what the drumpf family really thinks about folks of color,Positive
-2, empty words,Negative
1, so very true and all the praises go to those such as martin luther king who initiated the movement people dont realize how tough it was for him and his family,Positive
0, whos gonna believe him,Neutral
1, we are more than slavery and the civil rights movement,Positive
0, what ur white supremacist father must be turning over in his grave,Neutral
0, je crois rver merci pour eux,Neutral
-2, this is what you said about folks exonerated by dna evidence not to mention that little issue with redlining ,Negative
-1, nothing but a photo ops dont be fooled by the rhetoricpeople,Negative
2, i hope this president knows this,Positive
3, african americans were originally brought here as slaves by the british thru history after they had there freedom they president abraham lincoln they did many great things they became inventors famous chemists doctors engineers builders etc etc ,Positive
-6, cant you stop say crooked to hilary i know she not the best person but you are the worst bad mouth and making terrible comment on tweeter you should be ban abuse to all the usa citzen your wife should be back to russia for illegal immigrants,Negative
0, your wifey looks pissed off stormy daniels will tell us all,Neutral
-3, you a a racist pig undoing all the good obama did your birther crap is reprehensible,Negative
1, this is not what you have been celebrating,Positive
1, start by celebrating the africanamerican who preceded you in office,Positive
-3, its sad to hear the leader of usa stand b aa people and blatantly lie to them he didnt mean anything he read,Negative
3, melania is doing a good job of looking alive inside,Positive
0, cuz they was kangz ,Neutral
0, trump rocks for black americans,Neutral
2, why are they standing no chairs available,Positive
0, trump is the best president in the last decades democrats and liberals need urgent psychiatric treatment to overcome electoral trauma,Neutral
-3, you show no true awareness of the plight of minorities or respect for woman you are a hypocrite and liar your disgusting behavior tells us who you are,Negative
0, did you remember not to say shole countries,Neutral
2, god bless those heroes ,Positive
0, memba when this guy made fun of obama for using a teleprompter  at least obama can readrepublicanhypocrites,Neutral
-2, what a joke you are a racist your every action shows what you are the same as your father boy you wear the sheets and pointed hat ,Negative
3, just look at how many likes and retweets much more than any trump tweets  ,Positive
4, nfl players who take a knee are heroes of the civil rights movement which continues on even today lets hear your praise for them,Positive
0, t ee timetill,Neutral
3, awesome jai shree krishna krishna love to you and all those around you    love krishna ,Positive
-1, dementia go for a nap so you do not get us into trouble,Negative
0, your views have been made clear  stop fake tweeting,Neutral
2, you dont have a clue about civil rights or the activists who made it happen,Positive
0, go mueller go,Neutral
0, give it up assmonkey tweeting this wont get you the black vote with your support of racism and white supremacists,Neutral
0, you are really going to piss off your kkk constituents with that one,Neutral
0, see what happens when you have a big motor mouth being a smart aleck loud mouth sometimes comes back to bites you on the arse ,Neutral
0, what about the shoothingsdonald,Neutral
0, foh,Neutral
-3, really when all you do is incite hate against minorities,Negative
1,  good news the republicans have fully endorses the ar as the safest assault weapon a citizen can getso when youre planning your masacre think of your own safety when choosing the gun youre going to slaughter people with fuck them youre the important  american gun nut,Positive
-1, but you are racist this is just a show of vulgarity,Negative
2, just resignquitfor the good of nation and the citizens  leave the white house now,Positive
-3, hey shitstain did you notice that you didnt get as many likes and retweets on this one your base hates brown people because of the fear and ignorance spread by you and the corrupt gop do us a favor resign today impeachtrump veteransresist fbr,Negative
-1, you are a racist white privilege punk you are a traitor to our nation a disgrace to our great nation maga begins when you are gone,Negative
0, name one black hero oj simson,Neutral
-1, obama was the biggest racist of them all,Negative
-2, bye donald dump we all know that you are racist,Negative
2, how about an asian american history month a jewish american history month a white history month a native american history month and others so many have contributed to our greatness    ,Positive
4, lets keep our eyes on the prize folks president trump has in  months reduced the unemployment rate for african americans  to an all time low thats good enough for me,Positive
-1, hypocrite ,Negative
-1, totally not convinced this is sick,Negative
1, wonder who wrote this,Positive
2, has anyone researched this statement to see if it was plagiarized from an obama speech again,Positive
3, it is so obvious that you did not author this tweet if you are going to continue tp post twitter tweets written by others pretending they are your own you should consider employing th and th graders so that the vocabulary and syntax is more convincing and also more petty,Positive
4, we the people appreciate what you are doing your words are wonderful and your commitment for equal rights for all is indeed admirable,Positive
1, your statements are not from the heart but from a prepared script only the blind would follow the dumb,Positive
-1, resign you pos,Negative
1,  just who he thinks hes foolingwe american black dont too suckers like you trumpgood try,Positive
-1, kkkkkkkkkkkkk fake news,Negative
-1, who on your pr staff wrote this so inconsistent with your other tweets,Negative
-4, i am so proud of this president  hes accused of being a racist which is insane according to liberals everything and everyone is racist im sick of these accusations the real racist left office a year ago,Negative
-1, fuck off,Negative
3, clearly trump didnt write the tweet far too well stated,Positive
0, this is who frederick douglass is you fricken ahole,Neutral
1, dont look for any modern heroes named to federal judge positions making america white again repugnant,Positive
-2, hollow comments coming from our potus because he lies a lot,Negative
4, then try to say something nice about the unique african american hero president called obama ,Positive
-1, you are a racist  who wrote this for you,Negative
2, hows that new congressional committee investigating white house hiring and security practices goin for ya  fakepresident,Positive
-6, you utter retard every single one of those heroes would be sickened that you are the president  would ask themselves why the fuck they bothered why not consider killing yourself you wouldnt have to worry about collusion any more,Negative
1, you didnt type this  you dont speak this well,Positive
0, it was a beautiful message sad so many would rather fine on hate then come together,Neutral
0, did melania take your phone and is now tweeting for you,Neutral
1, great presentation,Positive
1, what about parklandsounds of crickets chirpingthats just about what weve come to expect about you total and utter disrespect for that clown in the oval,Positive
5, states it is too good and will not write or speak truth now we are all honored by your success tonight,Positive
1, fine people magafail,Positive
0, programmed by mainstream media much can always tell from the parroted talking points,Neutral
2,  so can you say something nice about obama this month just once,Positive
-2, your actions speak louder than words,Negative
-3, you have no idea how much your patronizing words are an insult to us you dont give two red damns about usquit flexin,Negative
-2, this is disgusting coming from the man who has attacked the st black president asked for death penalty of central park  and still think they are guilty housing discrimination we live in hell etc no right to honor and celebrate us,Negative
1, want to thank neo classmate in the matrix who complimented me on always choosing the hard way in life  always taking the gamble addiction exchange of fairness  fun,Positive
4, to truly appreciate us  how about stop calling us african americans and just respect us as only americans,Positive
4, i bet you cant even name  civil rights leaders and no colonel sanders is not one of them,Positive
-1, melania looks scared of all those baaaaaalack people hahahahahahahah,Negative
2, and to pay off a hooker great job embarrassment in cheif,Positive
0, who wrote this,Neutral
2,  im pretty sure theres not been any mass shooting by a trump supportercarnage is always performed by some psycho liberal yet right on cue the democrats use social media  fakenews propaganda to push their anti amendment agenda therubyrockstar ,Positive
0, it is so easy to tell when drumpf tweets vs when on of his handlers tweets the messages turn hypocritical impeachtrump racisttrump trumphate,Neutral
0, still no reparations for slavery wtf in this white mans world ,Neutral
0, boy i bet youre glad thats over with until next year then,Neutral
-1, you must have choked on getting all of those words out,Negative
-3, i hate when a racist is to cowardly to admit it its just so wrong for him to address that audience or any other,Negative
-1, shut your lying mouthtrumpisawhitesupremacist,Negative
0, impeach trump,Neutral
1, nice,Positive
0, maybe if you people had a job you wouldnt have time to complain so much,Neutral
2,  what a joke do you think we forgot your comments about the good white nationalists,Positive
-1, the blue wave is coming for the racist in chief ,Negative
1, i dont believe its right to any american to refer to someone as african american,Positive
1, you wrote this like i wrote the gettysburg address,Positive
3, while you also think about all the good white supremacists and nazis from last summers rally that cost an innocent their non nazi life draintheswamp lockhimup alternativefacts,Positive
3, what do you kkk friends think of the civil rights movement,Positive
2, we know you definitely didnt write this yourself because all the words are spelled correctly and it actually makes sense its too bad you dont aspire to be like some of those american heroes,Positive
-1, heres some black history ,Negative
0, like john lewis,Neutral
1, ffs mate really,Positive
0, trump you are a horses ass ,Neutral
-2, fake news from fake donny,Negative
1, you find it so easy to say things that you dont believesickening,Positive
1, what you mean to say is the heros of the civil war who had thousands of slaves and the leader unofficially of the kkk donald trump,Positive
1, youre not fooling us you racist nazi you want to bring back the precivil rights times where you control  enslave the african american people the people of i had a dream will dream again when they vote you  your criminal republicons out of office in   ,Positive
0, wow cannot a tweet from ed wankinstein has he died,Neutral
3, head of public health as prop was it bens nap time,Positive
1, blessing,Positive
-1, who wrote this twitler doesnt know jack about black history hes the most racist president ever and thats saying a lot i will never understand why these people gather to listen to you lie again as if you can do anything else expecting a different result smh,Negative
-1, unfortunately you know nothing about black history and probably arent interested,Negative
-4, fake pathetic man youre going down hard,Negative
0, why isnt the picture of andrew jackson on the wall,Neutral
-2, hollow words,Negative
1, who wrote that for you anyway thank you,Positive
-1, damn i must say that alec baldwin really does do a great  this is some funny shit,Negative
-1, shit hole nations inspire you da boss of uassa the shit hole lingers onto open graves of oups and hmms nothing new enjoy simpletons ewe ,Negative
0, cringeworthy,Neutral
3, great change treating people like human beings must be part of the adn of a leader,Positive
0, thomhartmannisright,Neutral
2, there seemed to be many prominent black men  women in attendance which was very nice to see potus comments were very appropriate meaningful  sincerewhere were the members of the black caucus could not see if any were there,Positive
0, name one,Neutral
2, no hope gop is rule by nra the carnage will continue unless we change gop to dem,Positive
2, unite both africans and americans and make the cohesion great,Positive
-2, you can pretend to support equal rights for all but your actions and words prove you support racist ideals violence against women and show your historical distain for the poor the corruption of this administration is unsurpassed by any former another first fakepresident ,Negative
5, did you acknowledge frederick douglass for his great accomplishments again or wish him a happy th birthday,Positive
4, we support kaepernick and his stanceyou call he and others sons of bitcheswhite nationalist will no longer pick our heros and leadersyou,Positive
-5, you ppl accusing him of racism obviously dont read you take fake news at its best ask jennifer hudson shell tell you if hes a racist,Negative
2,  reaffirm section  article  of the constitution that congress has jurisdiction over the supreme court  not the other way around  and  reconstitute the old wisconsin law along with stated punishments mic drop,Positive
-1, says the head racist,Negative
3, good work mr presidentthank you for honouring forgotten hero  i know you are god sent maga,Positive
5, we are a nation of great men and women what can we do for youre country  not what country  do for yougreat nation great people no freeloaders or criminals america hard working nationam proud of itgod bless america the greatest country in the face of earth,Positive
-2, except players who take a need who as you say are sons of bs,Negative
1, here is my thoughts on black versa white there is no real difference except the color of skin if i go to emergency and have to have blood i do not ask what race it is hell i am just glad it it available,Positive
2, excellent speech,Positive
-1, donnie what did you do for valentines day  i bet a stormy night for you and the wife  did you go to your backup plan and end up taking stephen miller out to dinnerget a bigly steak ,Negative
-2,  you are so fake dump,Negative
-2, no grammatical errors or weird capitalization  no self promotion or shots at personal or political enemies  its almost as though you didnt compose this tweet on your own  hmmmm,Negative
1, super,Positive
-1, dont forget to call them sons of bitches when they take the knee will you donny boy,Negative
-1, howdy ya racist ,Negative
-2, sowheres  want to mention him or is your ego too frail,Negative
0, gtfoh,Neutral
-3, oh give me a freaking break you piece of shit,Negative
0, thanks,Neutral
-1, it must have been so difficult for you to be in a room with so many people from shithole countries,Negative
0, ne fedakarl o siktiniz iinden getiniz afrikann hala smrme peindesin anasn siktiim,Neutral
2, who wrote this it sure wasnt trump,Positive
-2, fake president with fake celebration shit hole,Negative
-2, but do not cheat them with your brouhaha hype so drop your racismwork together as human familytry to stop killing each other in droves it is disgrace to the humanity we liveits dignity,Negative
0, yes,Neutral
-1, really you are a  faced hypocrite,Negative
1, you do know of course where africa is we may presume and no it is not left by the white house first street on the left ,Positive
2, idiot liberals complaining about dumb stuff  i propose a real solution to all of our problems  a th amendment stating that  constitutional rights are for natural persons citizens only  not artificial ones corporations  money is not speech and,Positive
6, thank you mr president may god bless you and your work as americas president,Positive
1, you dont care about my people  i have not heard one word on how you will help with crime  in chicago thats why we know your game and that was once again another show you put pn,Positive
-3, empty words bet you could not wait for this one to be overfaker,Negative
0, your nation  surely its the native red indians only who can claim that,Neutral
-2, disingenuous geniusnowt together in usas heinous history ongoing eurocentrism dts patronising african american history africanamerican citizenry make my point of djts colourskin apartheid usano europeanamerican in usa ,Negative
1, courage and sacrifice like taking a knee to protest at police treatment of african americanswith the rise of white supremacy and your endorsement of such behaviour i find it repugnant that you of all people could tweet such words,Positive
0, bestpotusever,Neutral
-1, youre a racist,Negative
0, how much did you pay melania to come no woman should put up with your mental abuse stormi will speak of your immoral affair,Neutral
3,  u know nothing of courage  civil rights,Positive
0, the only people who think you actually wrote this is your dumbasarock supporters  most of who probably still sign their names as x,Neutral
-3, you didnt write this tweet  youre too stupid incoherent and lazy to have done so,Negative
-1, theres no way in hell you wrote this tweet  ,Negative
3, oh so you support civil rights now i take it this means you no longer want to fire the son of a bitches and that youll apologize for attacking nfl players who kneel and that youve realized that there were zero  very fine nazis marching in charlottesville hypocrite,Positive
-5, hey racist asshole youre trying too hard it looks scripted and rehearsed racist,Negative
0, you dont deserbe to stand with any of these great people you racist,Neutral
4, president obama is the greatest president as trump constantly reminds us,Positive
0, prrrrrrrrrrrrrrrrrrrrrrrrrrr,Neutral
1, trump did not write this  of course    ,Positive
-1, and then you got the new black panther party who call for white genocide,Negative
3, aw this sounds so sincere especially after you told us what fine people there are amongst white supremacists you fucking nazi,Positive
5, hey  im sure you spend a lot of time thinking about those civil rights heros that boycotted your inauguration and continue to boycott your speeches maybe you need to call them and apologize,Positive
2, congratulations mr president,Positive
0, haha you dont think we really believe that bs you spout do you laugh and giggle after you come up with that bullcrap ,Neutral
0, bro youre a race baiting birther ,Neutral
2, i love u donald ur a good man,Positive
0, tu joue l comdie,Neutral
-2, somebody wrote this shit for you your no smart enough and these words mean nothing their just words to a racist,Negative
2, love this speech,Positive
4, i dont recognize malcolm x and martin luther king as heroes of the civil rights  they just make trouble in the american society by manifesting their hanger and push to the limit police and government of the usa they are noobs because they dont use the supreme court of justice,Positive
0, who ever wrote this dont take the piss  does not give a crap about people of colour never did or will  unless they were making him money or lying for him ,Neutral
0, that was back when you were dodging service to our nation and refusing to rent to african americans right,Neutral
3, my god you have a nerve tweeting about civil rights with your record bigot,Positive
-2, you do realize black history month started on  it only took you  to acknowledge it maybe your staff can let you know a little sooner next time not that you care,Negative
0, do us a favor and dont bother ok just finnish raping country ,Neutral
2, you wouldnt  know real courage if it would be kicking your arse three ways across the country cadetbonespurs,Positive
0, baiseur de putes,Neutral
1, i didnt believe a word on that speech hypocrite those words are not your words if it was your will you would clean out the house of all afroamerican and close the borders to them too youre a poppet your speech sounded robotic too many intelligent words coming out of you,Positive
1, defcon  deafcon  dafcon       god speed,Positive
0, two weeks late manages to con his soon to be ex wife to stand there rounded up a few brown people classy,Neutral
-1, free the political prisoners    then you lying muthafuckagive assata shakur immunity then lying muthafucka,Negative
-2, but when is america going to say sorry to them about how they made them slaves and how they were treated so badlybecause this sticks in their throats,Negative
-1, bullshit   youre celebrating the coons not the ones fighting against white supremacy and you ,Negative
2, so im just curious when is national white history month when is national  asian  history month when is any other national history month,Positive
0, who wrote that for you    lollollol,Neutral
1, trump did not write this,Positive
0,        ,Neutral
0, big even for you since wh n did you sign up to their plight,Neutral
1, really so those rooted from sthole countries do contribute to the development of the society am shocked somehow,Positive
2, name  just  african americans who contributed to making our country great there are at least go ahead name them you have no clue,Positive
0, hmm i seem to remember you calling african countries shitholes  this is their heritage,Neutral
2, george wallace and jeff sessions are not civil rights heroes,Positive
0, like it means something coming from a racist piece of shit like yourself,Neutral
0, ufm,Neutral
0, you cant even fake sincerity bigot,Neutral
0, false,Neutral
2, talking clearly making points talking realistically instead of poring nonsense refreshing,Positive
1, thank you ,Positive
1, you must be president of the world not only usa,Positive
-1, very quiet about the th scholl shooting this year sort you gun laws out,Negative
