Sentiment_Score,Tweets,Sentiment_level.score
0, we are concerned about school shootings right now,Neutral
-4, you really havent got anything else to think about for the moment there have  young students dies in a mas shooting by a white  year old americans and you are complaining aboit daca how stupid and how ignoring can a potus by thats is so poor and indifferent,Negative
-1,  tax on all mexican goods for the wall  consumption tax on gas for infrastructure  to  votes repeal to get your agenda through,Negative
0, the dems dont want daca recipients to become citizens because they would have no control over them,Neutral
-3, its treason when ppl inside the govt  who have taken an oath to protect an defend the constitution  try to destroy the constitution enslave  the ppl and rob the country drain the swamp,Negative
-2, yeah you told us conman protect the white men who need guns so they can kill our children in schools and your wife who was here illegally but kick out the dreamers who are taxpaying patriots you are a complete outrage to this beautiful country,Negative
0, youre a trick who pays for sex,Neutral
-2, you are such a useless liar,Negative
-2,   incompetent fool,Negative
2, how much do we spend on welfare chain migration and drug enforcement ill bet enough to secure our schools and provide help to our citizens in need  let that sink in just a bit,Positive
1, build the wall ,Positive
2, let trump and gop own the dreamers in whole we are not paying  billion for you fking wall oh and what about the  million in inaugural funds that went to one of your wifes friends who created a business month prior for what,Positive
3, stay tough president trump were counting on you to build the wall end chain migration and the lottery,Positive
3, you know as well as most americans that they dont care about people only votes  let them shut the gov down again  it didnt go so well for them the last time  stay strong  america is with you mr president,Positive
-1, your words are hollow you lie and do nothing  all talk no walk  everything about you is fake  you care only for yourself and your money white trash in the white house,Negative
0, we need our president to get  the bottom of who is pulling these sham shootings people are making money off them too via the stock market adelson and others made money off the las vegas deal how did they know before hand the ppl trying to disarm the public must be arrested,Neutral
0, heres my vote,Neutral
1, listen boy compromise does not mean getting your way all the time learn to play nice better yet go home resign,Positive
2, its a bigger movement to remove borders all over the world its globalism its communism america must strengthen its friendship with all the good friends all over the world and hunger all the sources that feed the snake example free the democratic republic of congo,Positive
4, while you are obsessed wdeporting productive peaceful immigrants americans mostly white  male continue to kill injure  traumitizebour citizens and youve done nothing to stop it   is all talk no action,Positive
-2, shut up about your ridiculous wall moron,Negative
1, stand strong pres trump these people hate america force them to come to the table with a real option while your at it force them to put armed security in our schools dems are killing our kids,Positive
-2, the catastrophe of this debacle is u and ur shithole friends that have no moral compass or spine u r a dummy that never ever should have been elected u and ur insignificant and irrelevant party r choking the life out of our great country,Negative
-4, afghan government imposes systematic discrimination against hazara community aiming to keep them in poverty and deprivation msc,Negative
-1, absurd statement absurd president you lie about everything mueller will expose your obstruction and other illegal actions and you will be impeached i can only hope jail follows,Negative
2, problem is they have staged so many mass shootings that the public no longer even cares  no one pays them any mind people are wise to the false flag so they just ignore them,Positive
1, a good way to cut down on illegals have prisoners pick the vegetables that mexicans currently do,Positive
3, trump might be better if you just shut  the  fuck  up,Positive
2, instead of spending bullshit money on a wall that would do nothing for america maybe you should spend the money on metal detectors and security in schools ,Positive
-2, this load of crap from  underscores the dire need to voterepublican in november so we can actually pass laws to maga maga buildthewall trump,Negative
1, thank you president trump for all your efforts to maga we know its these crooks and low lives that want to see america back in the obamaantiameicanway again dont let america go in the swamps with the snowflakes keep draining and doing what patriotic americans want,Positive
-3, u need to find out what is going on w these school shootings soros we had columbine and since that time we have seen massacres in every nation afterward  like clockwork  the media cries for gun control someone is staging these massacres  have they put sleepers in,Negative
0,  if you go against the gop and work on our gun issue you will be a hero im republican  will  stand with you if you rise up against the nri funded politicians and actually try to figure out how to keep our children safe again as a mother i beg you,Neutral
-1, two hours after his last post about florida trump has thrown florida to the winds and is right back to his racist isolationist agendas that shows how little he thinks about those losses,Negative
1, its not democrsts its u trump,Positive
-3, when you stop trying to blame everything and everybody about shootings that are taking innocent lives rather than talking about gun control then maybe americans can start feeling safer in schools and on the streets not once did you mention gun control in your speech sad,Negative
5, way dont you chang the law as felony to be ilegal and lat the once all ready in to satay you will save money lives and perhaps  the usa people will clap at you,Positive
0, blablabla ,Neutral
-7, a lot of you people are so damn stupid no gun laws is going to stop a mentally ill or an evil person from getting a gun and using it good guys with guns can stop bad guys with guns armteachers if only one teacher had a gun they could of stop so many from getting killed,Negative
2, i want to know who the  republican  senators were who did not vote for  daca bill go to the supreme court on daca  increase deportation efforts  fold begin with the criminals on wall find money cut waste stop catch  release end sanctuary cities,Positive
0, what do we call american serial killers where do we send them,Neutral
0, why wont the donnie wh discuss melanias parents visa situatiin what are you hiding this time mueller time is almost here they now have gates,Neutral
1, your win wouldve been legit and a manwin without russians help youre a russian puppet,Positive
-1, hang in there,Negative
5,   no amnesty no daca send them home and let them enter legally declare national security and close the borders enough catering to liberal bs we voted you in to protect americans future not daca i am a strong trump supporter  americansfirst nodacadeal,Positive
0, not that i really think youll read this ,Neutral
5, when latinos boycott the produce industry trump will realize how valueable latinos are  who will work in the fields  pick the crop then transport to factories  clean package  transport stores ,Positive
3, grassley aint he that guy talked about how guys like my spend all our money on wine and women wheres he from anyway iowa what kind of borders iowa got,Positive
2, schumer gavenyou everything you wanted and president kelly said nogo eat a mcnugget,Positive
-1, dems collins  rino republicans mccain flake graham do not have america first in mind only their self interests no amnestypath to citizenship  illegal aliensdaca they r breaking the law everyday they are in america they must be deported  apply thru legal means,Negative
1, family values eh djt ,Positive
0, youre fired ,Neutral
2, daca so be on the back burner common sense gun laws should be your focus at this moment you work for we the people not the nra,Positive
0, any chance of catching and releasing you back to the ussr,Neutral
1,  please dont change the gun laws because its our right to bare arms and if we get invited by another country this  amendment right will save us the invaders would have to fight our army and all military enforcement plus every house in america,Positive
-1, no today we want to talk about your total inaction on sensible gun access laws the  million you took from him lobbies your lies about not touching social security your tax returns and the immigration status of melanias parents oh and stormy daniels,Negative
1, dont pass this bill it opens the flood gates for all the rejects from other nations to come here if you value our nation you will build the wall  end mass migration here making it harder to come here maga buildthewall endmassmigration,Positive
-9, youre a hot mess weak disgusting sad example of a man you blame everyone and cause more issues and distract with nonsense that isnt presidential actions youre the biggest mistake for america people should be ashamed they voted for you,Negative
1, how many millions did the nra support your campaign with  over  million wow now we know why you will not do a damn thing bought and sold and paid for and oh yeah a puppet,Positive
0, always insighting rancor great leaders bring down walls not build one news flash trump  you are not getting your wall,Neutral
-1, your killing me rn  your main focus is the immigrants  like really let me know what they have done to you pls you do not need to worry about them  your  supporters  all these people w these guns is what you need to be focused on  ,Negative
-4, youre still focused on accusing immigrants and terrorists when we have mass shootings by americans in america against americans try growing a set and telling congress to put stricter gun control laws in place worst potus ever,Negative
1, protect us from your followers its coming from the inside how does a  year old buy an ar,Positive
-1, it is so obvious that are ignorant bigoted number  did not even write this tweet hes incapable of putting words together such as these to make any sense,Negative
0, yadda yadda yadda heres something and you call it fake news just like the fact that the back of your head is bald is fake news i guess,Neutral
2, your bill got the least support of all three bills    just like your approval rating,Positive
1, trump  maga  years,Positive
-1, you disgust me sir all you know how to do is lie and  your corruption pulls down every single person around you youre like the proverbial drowning man who manages to drown his wouldbe rescuer as well you better wake up soon or it will be too late,Negative
-1, are you really this stupid illegals are not the problem here white supremacists and the nra are the problem why arent you tweeting about that could it be that you are a white supremacist and the nra owns you,Negative
-3, jesus fucking christ who werent you fucking behind  back you are going to give her hep c or hiv or cervical cancer ,Negative
-1, trumps wife is an immigrant who came to america both her parentsbchain migration  he now wants to end chain migration wtf is going on go vote to stop  this mess ,Negative
-3, lol what a moron you have more of your deporable supporters turnin out to be mass shooters and you still racist against other grps stonemanshooting ,Negative
-2, your so worried about terrorist you need to start worried about whats going on in our own american white supremacist nation who supports you,Negative
-1, it got  votes meathead no filibuster  bipartisan defeat viledonald,Negative
-1, your strories are fake news,Negative
-2, if you seriously gave a fuck about anybody other than your smug self youd pay the money back to the nra and put tighter gun restriction laws in place donald j trump,Negative
0, jeeze dont these senators know immigration reform is all about making it illegal to be mexicanel trumpo you know whats up here,Neutral
0, lets discuss stormis  monica lewinski dress,Neutral
0, frankenstein head ,Neutral
-5, how can our children have a chance anymore we have demoralized our police emboldened criminals  allowed fakenews to spew venom and lies with out impunity allow liberal states and communities to shred our consttution drug our youths maga ,Negative
0, the senate rejected your plan by a  vote  not even close to   so whats your next step to make a deal ,Neutral
-1, go fuck yourself drumpf,Negative
1, trump you will see the difference at the polls based on your decision to revoke daca numerous latinos  blacks women who have been abused will not be voting republican ,Positive
1, grassley is a pile of dust that needs to retire just like hatchyou can fallow them out to make sure the remember how to get home,Positive
0, donald trump  delirium tyrannicus,Neutral
-2, erase erase rom on reusable bottles in may,Negative
-2, there is nothing that comes out of your mouth that i want to read or hear because you are such a lying cheating pos that has no business sullying the oval office and our country trumplies trumpcoverups ,Negative
4, you really dont want a bipartisan deal do you maybe what you should do is stay in washington this weekend and work on a deal instead of flying to maralago for another golf weekend on taxpayer ,Positive
-2, were melanias parents subjected to extreme vetting,Negative
0, absolute failure once again as a leader you blame blame blame and have zero leadership or negotiation skills the fake strength in business youve led us all to believe is uncovered now seeing that you are unable to direct or lead without layers of other doing the work for you,Neutral
0,       ,Neutral
1, please explain your in laws current immigration status  and why youre at it release your tax returns and a report on your inaugural campaign funds,Positive
0, president donald trumps travel ban targeting people from six muslimmajority countries violates the us constitution by discriminating on the basis of religion a federal appeals court ruled on thursday in another legal setback for the policy,Neutral
-1, youre a fucking idiot mr president,Negative
1, tell me how this is going to protect us from white males committing mass murder is our schools,Positive
3, we want to eliminate the lottery system chain migration daca  sanctuary cities we want that wall secure borders illegals gonedacas hate americans and they have no respect for america cant you see thatthey are laughing at us for what you are doing,Positive
3, if you care give up the wall and use that money to keep the kids safe in schools or is a wall more impotan than a childs life you are the one that says ameruca first so now is your chance to prove that ,Positive
0, can you deal with the mass murders here in this country first the florida criminal was homegrown,Neutral
2, president trump,Positive
1, just shut up already,Positive
0, gunreformlaws ,Neutral
0, your inlaws are here because of chain migration  and what about your staff at mar a la go here working on visas trumpacrit,Neutral
-2, whitesupremacists killed these wonderful individualsreinstate watchlistgunreformlawsreplace and repeal repeal and replace incompetent and corrupt  repeal and replace  repeal and replace  ,Negative
1, why build a wall or make laws against immugration criminals will always get in anyway gunreformnow,Positive
-1, again you bluster about immigration while american children are being killed by guns in the hands of american citizens,Negative
-1, we dont need a wall you want a wall to serve as a monument for yourself thats it  plain  simple the wall would be such a wasteful use of tax payer money its an outdated suggestion than would do nothing to curtail illegal entry of drugs or people out dated idea trump,Negative
4, want to make our country safe stop taking money from the nra and endorsing their policies instead you are tearing good families apart not only through ice but through the killing of innocent people everyday at the hands of lone shootersenough is enough,Positive
1, well don john you have created quite the mess there not your fault though but you have control of all those gop knuckleheads in the majority why cant sensible legislation get passed okay it is your fault,Positive
2, good buy dreamers trump  gop has cashed you out for border wall,Positive
1, reading the nasty comments from latino people concerning the daca issue has caused me to change my mind about them they should not be given amnesty look how they behave who wants people like them back to the original plan and round every illegal up and send them all back,Positive
1,  we dont want that bill either they all need to go back and come in just like the people in line doing it legally,Positive
-1,  your lack of reasonable leadership is once again demonstrated  please resign dirtydontrump,Negative
5, president trump thanks for staying strong on the wall chain migration and the lottery statement dont give in you are doing a lot of great things for this country,Positive
-1, maybe you can get nra to cover your useless wall use that  million they gave you during your campaign,Negative
0, you should meet with schumer again to hammer out bipartisan immigration and wall legislation,Neutral
-2, turns out even republicans arent serious about the grassley bill it got  votes in the senate heres an idea stop playing blame politics and actually do something to solve this problem you unilaterally created disunitedstatesoftrumpistan,Negative
-1, today i challenge you to drain that swamp by discussing and creating sensible gun laws  you and your republican friends promised to ban bump stocks months ago and still we have nothing  you live up to your promises  prove it,Negative
-2,  you mr fake president are the greatest threat to our country you are nothing short of a crime bosscriminal moron,Negative
1, how many air craft carriers does america own in total ,Positive
-1, you do know that  children are dead right dead youre all types of fucked up in the head,Negative
-2, really  illegal immigration again when we have combat in our schools,Negative
1,  please dont listen to those left wing dems what u r suggesting is common sense  we americans need immigration reform not just more obstruction by the left they do not want to protect american citizens period its so egregious unbelievable just keep doin what your doing,Positive
1, money laundering and obstruction of justice are being talked about with mueller by gates and flynn and now bannon,Positive
5, take funding away from illegals its time to start spending money on americans make our nation great great cities great roads great schools quit giving our money to ppl who hate us including our own elected officials take money out of dc need to start be too late thanks,Positive
-4, so for years you railed against hillary and democrats for not being able to say radical islamic terrorist  yesterday you spoke in front of america afraid to speak of gun reform  i dont care if its banning those on no fly lists checks on mental health or something else ,Negative
0, why is you can go on for ever about immigrants but cant even say the word gun when you talked about the tragedy in florida,Neutral
1, interesting that grassleys bill is being swept under the rug for this pos,Positive
-1, two days ago the leaders of our intelligence agencies told us russia interfered in our  and is already back for   trump doesnt acknowledge it nor does he impose sanctions does this not concern the republican party  a foreign enemy is disrupting our democracy,Negative
-4, how dare you discuss law enforcement when you are attacking the fbi and justice departments avoiding a series of corruption and legal issues gave a pitiful response to a us citizen not an immigrant shooting up a school again yesterday hang your head racistinchief,Negative
0, if youre serious about protecting americans you should do something about gunreformnow there is a grieving mother preparing to bury her yearold daughter today do something,Neutral
0, remember you received  m from nra for your campaignso you are unable to do anything about our children in school,Neutral
1, trump alone abandons dreamers daca,Positive
1, if you know how you sound you would stop tweeting,Positive
2, stand your ground president trump  stand your ground,Positive
0,  abandons dreamers,Neutral
0, heres an idea our veterans need jobs and are experienced how about  thousand of them on the borderwall,Neutral
-3, we dont want a damn wall that mexico was supposed to pay for this is not america dont worry about reelection because that is not going to happenyour policies are antiamerican  that of an autocrat you surround yourself with the worst people that cant pass bkg checks,Negative
2, we got naked  had sex as mcdougal was getting dressed to leave trump  did something that surprised her he offered me money she wrote i  looked at him  felt sad  said no thanks  im not that girl i  slept wyou because i like you,Positive
0, shut up and address mass shootings in america with better gun laws,Neutral
2, grassley just part of the grand old perverts vladimir trump go golfing and stay away,Positive
3, no amensty no gas tax increase ur promises r turning into lies middle america cannot afford that gas tax increase ur booming economy will fall flat dont listen to ppl who will make u lose with citizens who believe in u how come afghan gets roads bring money back home,Positive
0,  icymi president millers immigration veto by  editorial board,Neutral
-6, but there are already laws in place about illegal immigration its illegal and they come anyway i cant see what more we could possibly do its not an issue of immigration its an issue of mental health they are obviously unstable buildthewallaroundtheguns,Negative
1, but you allow ice to go after innocent hard working lawabiding persons who have been in this country for decades why dont you focus on real terrorists  stop them from shooting up the schools why dont you condemn them for killing innocent people seriously trump,Positive
-1, why are these members of congress putting american lives at risk why do they continue to pervert the constitution,Negative
0, stay strong mr president dems think you are weak and will cave let daca expire and start the process of deportation build the wall stop lottery visa end chain migration,Neutral
-1, if you care so much about law enforcement listen to what they are saying about guns,Negative
0, please shut up  you have no clue about what this country needs,Neutral
0, a wise man builds bridges a fool builds barriers,Neutral
-1, you and your billionaire buddies have been exporting jobs americans wanted to china and now you have the gall to whine about a few immigrants taking jobs americans dont want maybe start with some ice raids in the kitchens of trump hotels hypocriteinchief,Negative
-2, stfu with your antiimmigrant fear mongering americas biggest threats are already here weve got a fakepotus whos a puppet of the russian govt weve got white supremacists armed to the teeth shooting up schools and concerts do these murderers look like immigrants to you ,Negative
-5, blah blah blah   meanwhile more evidence of an illegitimate president paying blackmail to cover up infidelity   just imagine what hed do to cover up a conspiracy with russia  ,Negative
0, we have the most mass shootings of innocent people and innocent children within our country out of anywhere else and youre worried about immigration take care of the problems inside our country immigrants arent the problem these shootings shouldnt be normal,Neutral
-4, are you trying to deflect from the fact that an american born citizen murdered  people in cold blood what a disgusting piece of filth you are,Negative
-3, shut the fuck up and do something about gun violence,Negative
-3, deadly catch and release  you said democrats are complicit in every murder committed by illegals  does that make you complicit in every ar school massacre  if so your body count is way higher,Negative
-3, fuck you children have been killed by a mentally unstable white male american and you are pushing this shit still you truly are mentally unfit to serve as president do the right thing for once resign,Negative
0,  chain migration how are are wifes parents and sister here,Neutral
1, dont pretend to care for security as long as you refuse to protect innocent children teachers and other decent people from homegrown terrorists maybe dems should connect border security with strict gun laws,Positive
3, they will fk u anytime they can u have to keep us your base i live in ct sanc st because our taxs support them big dept stop  to sanc states unconstitutional noncitizens voting  receiving benes,Positive
1, maverick accountability amendment item three       all senators and representatives shall receive their pay while in office from their respective states all monetary compensations grants expenses etc,Positive
-3, what you should be doing is refocusing on passing more gun control laws not doing anything is a vote against the safety of our childrenps quit it with the divisive talk you want to bring both parties together yet you keep singling out democrats,Negative
3, you denied dhaka thank you because what youre doing is energizing the democratic base the more you screw with daca and gun control the more the democratic party is energized  they were white we will call over glass to vote in   we are extremely excited to vote,Positive
-1,  veto,Negative
-1, nobody cares about illegal immigrants do something to stop all the school shootings going on,Negative
-1, catch and release isnt that what they do with fish you are likening people to fish and how is releasing deadly do you have any clue what you are talking about has all that hair glue gone to your brain,Negative
-5, proclamation seriously is like fake news fbi fla police same ole shit different excuse for psycho killing kidsdts dc does   screw lw dems antind train n arm school staff  all other vulnerable prone to attack facilities v keep regurgitating sorry or just shut the fuck up,Negative
0, americans are killing americans you  your corruptgop are helping them do it you need to get out of the white house you morongunreformnow parklandstrong ,Neutral
2, i have friends that came here because of the lottery how are you going to say its not good,Positive
0, illegitimate president  murdered the children in florida ,Neutral
-2, your current wifes parents are here because of chain migration your current wife was an illegal immigrant for yearsyoure a pig,Negative
1, cotton bill is better for usa,Positive
1, your rhetoric is so persuasive when has shaming people into voting your way ever worked,Positive
-2, the democrats are serious about daca but the gop and you are against daca,Negative
-2, moron fat idiotgo away,Negative
0, ptrump u tried they hate u take everything off the table  back to oringinal plan  go into nov w this message they love daca s more than citizens,Neutral
-2, you should be seriously worried about gun control immigrants are america including you and your wife,Negative
-1, another point of proof that the democrats r part of the obama deep state overthrow of the american government november is out chance to hand them a huge defeat  when the deplorables look at the results it will speak as to weather we did out jobs for the president ,Negative
-1, nickolas cruz home grown terrorist protectourchildren bluewave,Negative
-3, fuck you we had another mass shooting where children were killed again stop lying about immigration and focus on our real issues,Negative
0, put in a tracking device on every gun that is sold to private individualsthis help detect once guns are to be used illegally and it alerts the security servicesincrease security checks in schoolsi dont want to see this innocent kids die anymore from gun shots hurts,Neutral
-1, dont come to coral springs and parkland we dont want you here ever you piece of shit,Negative
9,  dems will never support a daca bill that allows  million illegals a citizen pathway and includes trump s  pillars don of a legal immigrant like trump or his legal immigrant wife,Positive
0,  put in a tracking device on every gun that is sold to private individualsthis help detect once guns are to be used illegally and it alerts the security servicesincrease security checks in schoolsi dont want to see this innocent kids die anymore from gun shots hurts,Neutral
-3, lies lies lies,Negative
-1, youre an idiot,Negative
-2, we owe daca illegal aliens nothing majority r fraud no english no hs on welfare if forced upon citizens r u going to deport their illegal family that brought here y should they benefit millions been here decades since kids no favoritismdeport them all,Negative
1, another yuge story true coming out donnie remember a woman playbot playmate karen mcdougal because she sure does remember you,Positive
4, i agree  continue to stand firm president trump,Positive
-2, you are so worried about a border that doesnt kill  people in a year and give a blind eye to gun control and ending the donations given by the nra how good were your  million given by them last year trump,Negative
0, if they pass it dont sign it,Neutral
1, why arent you going after your wife and her chain migrant family  or  or even the russian oligarch mobsters to whom you kowtow,Positive
-1, the parkland shooter was not an immigrant  of the victims were however the problem in this country isnt immigration its guns guncontolnow,Negative
1,  hey else dontfall keep you words no deal daca and dreamers u need to ask the mexican government to pay back our taxpayers funds the democrats give these loans for the illegals daca and dreamers enough is enough,Positive
0, oi,Neutral
4, we know the media works for the dp not just saying rhetoric either has made huge accomplishments yet   other media outlets havent said word one its to make the public believe hes done nothing,Positive
3, feel free to shitcan the demonicrats  their intire shithole country born future voting blockno amnesty for dacano amnesty for so called dreamersbuild the damn wall fullfill your promises to american dreamersopen borders is an slapin the face to us,Positive
-2, how about honoring them with legislation empty words with empty actions,Negative
-2, is this the bullshit your spoon fed by fox news  try reading you lazy jerk youre way off,Negative
0, i would rather have immigrants that white neo nazi males with assault weapons shooting innocent victims in schools,Neutral
0,  of americans want to allow daca to remain  become citizens most against expensive wall  other antiimmigrant measures trump represents about  or less actions of dictatornot democratic president,Neutral
-4, so many are sick and tired of a president who does nothing but attack our country in falling apart while being divided we have lost our first place standing in the world while the rest of the world shakes its head at us in dismay,Negative
7, nodacaamnesty nolottery no amnesty release the documents release the texts security  schools investigate obamagate seth rich justice investigate fbi knowing abt parkland shooter did nothing  stop it why hiding agenda,Positive
0, irale pinche perra eres una zorra,Neutral
2, mr president stand your ground    this is the only chance to reclaim our country,Positive
2,  good morning mr i just hear the mexican news you asking  million to the congress to help mexican government for training and let them to protect the border u out u mind use the money to help our veterans and homeless fuck the mexican government,Positive
-1, isnt it ironic that in the wake of the memo suddenly all these stories to divert attention away works for the dp anyone who thinks otherwise is a fool a call from  suddenly the man who donated  to the hc campaign is attacking,Negative
-3, more americans are killed by gun violence at a ratio of  to  compared to terrorist acts trump turning against immigrants  muslims approves  supports americans killing each other  school shootings since trump in office,Negative
0, proving to the world youre a moron on a daily basis,Neutral
-1, do something about gun control,Negative
0, trumps lawyer says he paid  of his own money to porn star,Neutral
5, liberals claim if confiscating all guns saves just one life its worth it well then if deporting all illegals saves just one life wouldnt that be worth it,Positive
1, jimmy kimmel to trump youve literally done nothing,Positive
0, washingtons political impotence is on full display,Neutral
0, school shootings in the us keep happening again and again and again,Neutral
0, keep fighting for us mr president,Neutral
2, a top trump campaign adviser close to plea deal with mueller,Positive
0, trumps inauguration record spending leaves little for charities ,Neutral
3, i bet your wall will have gates rick gates happy weekend hope you make par,Positive
-4,  liar traitortrump impeach resist treason fakepresident trumpshutdown,Negative
0,  dems are for immigration the american dream and vetting you fear mongering azzhole,Neutral
1, wish they would hurry up this is awful watching them time consume every day is a new adventure for illegals ,Positive
1, what about your wife and your inlaws  clean your own house first,Positive
1,  show us your in laws immigration status,Positive
0, is that what stephen miller says fire him,Neutral
-4, people are so sick and tired of listening to a president who does nothing but attack our country is falling apart while being divided we have lost our first place standing in the world while the world shakes its head,Negative
-2, the globalist must be stopped the open borders must be stopped all we get is the sick the lame the lazy screaming more free stuff,Negative
0,  where would your inlaws be if there were no chain migration,Neutral
1, how would you know you didnt even read it,Positive
2, you could be a great fairy tales reader think about it and go home,Positive
7,  tell us how your wife was qualified under your merit passed plan how is a model more desirable than an immigrant willing to work construction you know the hard working immigrant building your buildings for pennies while you rake in millions off their backs ,Positive
-3, those who put this thing out show us all just how damn ignorant stupid  lazy they are they do an unacceptable job by trying to push through bs propossals for a vote when instead they could actually propose a good plan that makes common sense which they dont seem to have,Negative
-4, the grassley bill recd  no votes it was a bipartisan rejection of your attacks on legal immigration family migration diversity lotteryyou cancelled daca this issue is yours step up and own it instead of trying to blame others,Negative
0, protectourkids  protectmueller guncontolnow  gunreformnow  impeachtrump  removenunes  dreamers  dreamactnow  cleandreamact  metoo   timesup  protectdreamers,Neutral
-1, imagine how much conservative legislation can be accomplished in eight years using the nuclear option in the senate  we need to act on it now because in eight years the dems may have poisoned the minds of americans and by then it will be too late,Negative
1, what about protecting our children with some gun laws that make sense,Positive
8, president trump stay true to the american people and to the america were privileged to be living in thank you for what you have already done even though the left will not acknowledge any of it nor will let up and give you even a change,Positive
-6, nikolascruz not an illegal immigrantstephenpaddock not an illegal immigrantjames holmes not an illegal immigrantjared loughner not an illegal immigrantdylannroof not an illegal immigrantadamlanza not an illegal immigrantetc amerikkka whiteterrorism,Negative
-1, wisdom has vanished from america politics people have forgotten their origins are these all native americans reagan brought down berlins wall trump and republicans want to raise mexicos wall without mexico paying for it,Negative
-1, well your country would not be in this mess if you didnt kill daca via executive order and also if you didnt personally reject several bipartisan plans that were actually beneficial to your administration sure blame others for your bumbling once more,Negative
-4, but your wifes parents benefited from chain migration stop fear mongering about dangerous illegal immigrants when statistics show that a person is most likely to be a victim of crime committed by a person of the same race as themselves,Negative
2, feds  auto ins need to know ive recently found out in mexico a drivers license is purchased  issued for  pesos no tests in ca a mexico drivers license is gold to drive in ca without an official ca dl and illegals with a ca dl are allowed to vote in national elections,Positive
5, the only thing you wish to accomplish is to take the last trace of hope from innocent immigrants you do not even treat other bad things that are happening all you care about is making sure the white people in the country are saved from the other evil races,Positive
3, dont let it happen congress plays games with americas future  people  elect lawmakers who will stop playing lil kid games  earn their money  this is ridiculous ,Positive
3, requirements for education and occupations are in place we have a meritbased system this is not a vote for open borders it never was a vote for open borders we are stronger because of immigrants,Positive
0,  dont sign it we needed them all deported and a wall built maga americafirst americankids endchainmigration buildthewall deportthemall endvisalottery,Neutral
1,  amnesty and a pathway to citizenship to illegals is irresponsible and we voters will remember the broken promises,Positive
-2, sounds like more potus bullshit chicken little could not have more ways of being scared thetruthmatters,Negative
-3, quit your bleating dirty don  were still hurting and your sleazy partisan yakking doesnt help,Negative
-3, vote against law enforcementare you not the one who keeps talking shit about the fbiand our intelligence agenciesyou fucking moronjust trying to push your agendaheres a picture for ya ,Negative
-4, why are you more upset about immigrants dreamers most who work hard than you are about parklandschoolshooting why isnt the fact that assault weapons are killing hundreds of americans and they dont need to be on our streets come on guncontrol can be done,Negative
-2, the first bill you signed made it easer for the mentally ill to purchase assult weapons president idiot ,Negative
0, are all these shooters daca and immigrants ,Neutral
-4, do you understand the word priority  gun control first or start deporting your gun toting american born racist our children are dying and you are deporting law abiding people who have lived here most of their lives clueless,Negative
0, did you and your republicans cronies just destroy the american disabilities act,Neutral
1,  all my grandparents immigrated here they held jobs  raised families they paid taxesthey had children who fought in wwii  including dday,Positive
1, but nooo its immigrants who commit them sure ,Positive
-4, very true in fl before you can purchase any gun they have to be approved by an fbi check they dropped the ball again it seems their only concern is try to dig up lies against our president,Negative
1, the country has never before now elected somebody who is so manifestly unfit intellectually morally temperamentally for the office of president of the united states schmidt concluded,Positive
0, donald i know its hard when you keep failing all the time when you stop being so racist and work in a bipartisan way you might accomplish something this year  ,Neutral
-6, why arent you addressing the school shooting in florida after the worst mass shooting in australia it took the government only  days to ban assault rifles and start a gun buyback program i couldnt get my child to school today something needs to be done immediately,Negative
-2, ineligible countries for visa lottery china dr colombia mexico el salvador guatemala haiti india pakistan s korea brazil bangladesh peru philippines uk vietnamvetting is part of the process read our current policies  this is unnecessary,Negative
0, notocompulsoryhijabiniran,Neutral
0, yes sir veto anything that comes to your desk that is not exactly what the american people voted for,Neutral
0,  noamnesty buildthewall enddaca endchainmigration deportthemall,Neutral
-2,  votes for your favored bill youre clearly in the wrong business an inept failing apprentice resign,Negative
3,  is the idiot who sponsored the bill trump signed making it easier for people wmental illnesses to buy guns including assault style weapons like the one used in florida no repeal in sight were supposed to trust dumb  dumber on national security trumpisamoron,Positive
0, youre gay,Neutral
-5, democrats hate our nation they want to destroy it we need to destroy them before they destroy usa ,Negative
-4, i take it things are not going your way now throw a tantrum and lie about the dems it is always about what you want never what is good for the country you lie lie lie  vote democrat,Negative
0, oh bs  we just had  coaches and students killed and you are worried about immigrants who most of them are harmless running for safehaven and a better life,Neutral
-1,  can you deal with an even worse threat than immigration dead students  teachers in our nations schools ,Negative
3,  welcome mr president please answer this letter i have an employee with your excellency i am from iraq i do not speak english only,Positive
0, lying bastardschumerroundscollins idea was good bipartisan billwith something for all grassleys bill is just a copy of your demands,Neutral
0, fuckhead,Neutral
-1, dems are insane their new position is that its immoral to restrict any kind of immigration from any country in any amount for any reason even enforcing our existing laws the ones they voted for  passed in congress is tantamount to a hate crimeend daca negotiations ,Negative
1, its  the world isnt getting any bigger we should be tearing down walls and borders and barriers not erecting them i always thought in my lifetime we might actually see the world come together  just be earthlings or human beings but youve shown me we are further than ever,Positive
-1,  dont want to hear anything out of you unless its about gun control now,Negative
-3, one day you will be erased from our history and only your book of tweets will remain your administration is chaotic you want to dictate a democracy stifle the press collude with enemy sleep with the enemy act like the enemy lie to your country and wont admit n e thing,Negative
2, stop demeaning your people   be a real president and lead by example  put other before yourself and your agenda  notfooled,Positive
-6, there are more important issues than that damned wall  u were in such a hurry to destroy all the good obama did that you made it easier for mentally disturbed people to get guns  now more  more children are being slaughtered because of your arrogance  loser liar traitor,Negative
-1, gun control tell nra to keep there blood money,Negative
0, no stupid wall keep the lottery protect daca children,Neutral
1, do you even understand what the lottery is,Positive
0, times up ,Neutral
